"id","PLR","PDC","PS","UDC","PVL","PBD","PES","Autres partis","canton"
"1502",42.8129829984544,0,30.2782071097372,24.6213292117465,0,0,0,2.29,"AR"
"1503",27.1177817349275,0,35.7161027728313,35.2327651996947,0,0,0,1.93,"AR"
"1600",0,76.3080684596577,18.0684596577017,0,0,0,0,5.62,"AI"
"1721",14.3964079476328,15.7205313846658,21.2843081491193,27.1708008367959,5.81226079495609,3.6498954005148,7.07516702175862,4.89,"SG"
"1722",15.565690855203,17.5036955052257,14.9914947668675,35.5652451661306,4.16793564249794,3.04777044041509,4.48808895953886,4.67,"SG"
"1723",13.4463387404538,19.208991802586,8.89750786160025,43.0255262935502,5.09324947626397,2.61489945602619,3.88431994377899,3.83,"SG"
"1724",16.3128330448359,11.0409666361199,14.7490072294064,37.071920714116,4.69741709941282,4.41401079319825,4.10599735261175,7.61,"SG"
"1725",13.3778749991264,18.2245766561602,12.0660856681599,39.618553747021,5.90759468015962,4.20653169050997,3.12746790414224,3.47,"SG"
"1726",13.2919005613472,16.6582406471183,12.0484815731669,36.9273212231094,5.16238973536488,4.06715247027649,7.43610752763153,4.41,"SG"
"1727",13.9294291520414,17.8100650938373,9.89393725345302,41.0058573586464,3.23458775714239,3.20742004542441,5.02385325088838,5.89,"SG"
"1728",14.9809967020329,16.0789227148439,12.5292285194184,36.467671543799,3.96060719154867,4.09161189096144,6.63858697721889,5.25,"SG"
"1821",14.7686832740214,25.1821725131334,12.8029147602101,25.3007964751737,8.05795627859685,13.7264870360956,0,0.16,"GR"
"1822",6.89392979343556,27.5630465086808,16.5378279052085,41.135470789507,3.11747560511976,4.66354074261817,0,0.09,"GR"
"1823",13.9605531625482,10.0521423713444,18.9934255270914,27.390614373158,7.64905917025618,21.7456359102244,0,0.21,"GR"
"1824",13.314557638147,16.3542779450325,19.898999708653,29.3807257777346,8.16095302839015,12.8192677478877,0,0.07,"GR"
"1825",10.7803241236525,10.1377882487328,19.8258013850218,29.6922967087885,6.79660169915042,22.6600985221675,0,0.11,"GR"
"1826",11.5567930965282,10.4129038731688,18.1617499498294,34.326710816777,9.99397953040337,15.4174192253662,0,0.13,"GR"
"1827",25.1386098834873,7.67376456408196,14.2707914825231,27.5733226195259,6.76978706307754,18.4290879871434,0,0.14,"GR"
"1828",11.5265793118142,17.7266432299989,23.5218919782678,38.9794396505806,2.05603494194098,6.16810482582295,0,0.02,"GR"
"1829",12.471086496172,12.9092686105229,24.5267958950969,27.6950643427268,9.57810718358039,12.6828473692784,0,0.14,"GR"
"1830",17.278530517498,4.28430853076981,14.0060050967628,36.1567380718088,9.90588650871748,17.4147806121162,0,0.95,"GR"
"1831",6.29543061156345,49.7521382888552,8.8742198135258,21.5036087637737,4.23291295302186,9.31086738756325,0,0.03,"GR"
"1901",17.4288889908584,5.42299515134829,20.4693658004354,31.7895144720272,6.11103463395484,4.45250003823858,6.50336244563749,7.82,"AG"
"1902",16.0515133159722,11.5028125353407,16.8468620595102,32.0872250012781,6.15055235994256,5.38277901109677,6.60213817751428,5.38,"AG"
"1903",15.058338745437,10.7797908315231,14.2521219179003,40.7671377063131,5.0940026425996,5.28827850312409,4.40423935681813,4.36,"AG"
"1904",15.6751573603253,6.3429539974695,16.5707783268479,36.6003007949581,4.90263951554505,5.6617886955207,6.52916040010504,7.72,"AG"
"1905",17.2866568874678,2.95298842428538,12.0481927710843,47.2879204918168,3.05187919942424,4.37811437267538,4.00068124756207,8.99,"AG"
"1906",11.3248177281354,13.7140009073656,13.935091407503,40.7381611149095,4.11317788839403,5.46911442391867,5.56815785606114,5.14,"AG"
"1907",16.2702014992091,4.68296540815625,15.9366618526924,40.2523897943745,5.5089058524173,5.50649886527749,5.11003369781996,6.73,"AG"
"1908",11.4604339410048,16.3135238205299,10.6116199115939,44.114639008465,4.36887874498021,4.84211134544824,4.34345477132869,3.95,"AG"
"1909",13.5732753491492,8.89343242570776,18.9000313720399,36.7296271054425,5.40843150618246,5.88550287216435,5.32080615324701,5.29,"AG"
"1910",13.5583594979014,3.77422534383833,16.8407344791347,41.1969555539599,4.81634757860794,5.09278902328375,4.27423513515278,10.45,"AG"
"1911",13.0334965465806,12.7280391711794,12.7468465255034,46.5469048931548,3.33927818671163,4.13567236291709,3.81140763319174,3.66,"AG"
"2011",15.1909065102195,11.7382664647994,14.1949753974262,38.3303368660106,4.81642694928085,3.43489780469341,5.78870174110522,6.51,"TG"
"2012",12.5455038498517,11.4016418364244,15.2293065336544,39.4944655814221,6.86317208056338,3.97229092881267,5.32405315014011,5.17,"TG"
"2013",15.794510820907,12.6887098268037,14.0471118520577,35.8386588867278,8.20598314346578,3.57043623228675,6.16529282825476,3.69,"TG"
"2014",11.189352692075,17.8209316394434,9.03327283726558,42.9449485783424,5.4313369630974,3.46642468239564,5.32123411978221,4.79,"TG"
"2015",11.2382626109879,13.0947880373144,10.1715523495213,42.4191026964065,5.71159996321689,4.15444820222538,4.50184426438884,8.71,"TG"
"2101",29.5424627193135,19.4785927716214,18.5313394579761,8.50856358786123,0.727156220180675,0,3.4477234577532,19.76,"TI"
"2102",22.9238084706403,23.0896826274466,15.3323012274688,10.339489107597,0.530797301780383,0,2.60975340042021,25.17,"TI"
"2103",23.5559630439382,30.7708583115876,13.5552577755836,8.74180125537767,0.289160025389661,0,1.67148600042316,21.42,"TI"
"2104",24.3615889896778,19.0941507663434,17.1485767907413,14.1895527056616,1.14357209884266,0,3.44322802627463,20.62,"TI"
"2105",22.5113097086087,17.6176431454295,15.3166164012951,12.6499645185612,0.95023728212179,0,3.78792078768794,27.17,"TI"
"2106",20.9246426299756,23.6202336714539,14.1870041177061,8.91567071741823,0.611964781895484,0,3.95835425663687,27.78,"TI"
"2107",22.6973193785968,23.0551331365358,16.7755016847064,9.25544920535528,0.647046545606345,0,2.04848376420073,25.52,"TI"
"2108",22.4749972524453,28.129464776349,14.0454995054402,9.65490713265194,0.681393559731839,0,2.75854489504341,22.26,"TI"
"2221",31.0661530071131,3.65808375590341,18.9779412617923,26.1438401466715,2.74660880260852,1.51080889775932,8.93141020434213,6.97,"VD"
"2222",29.9573307015761,2.61821137267423,18.2932280630461,29.6171373835302,2.66755681983106,2.79469391309396,7.45754840207831,6.59,"VD"
"2223",25.2909726017632,5.174536035929,18.1398664543878,29.1614191003493,4.28296461754153,2.33538483473136,9.79017655585391,5.82,"VD"
"2224",22.5511827702115,2.59929545678053,23.1702427572503,27.8458477591541,3.12228136843778,2.21197320012406,10.4380322213789,8.06,"VD"
"2225",20.5388948946882,4.05430563660343,28.2044502711996,17.0058683003831,3.73984859127937,1.16161371220453,15.0890883405273,10.21,"VD"
"2226",34.2625562684456,3.76381661538054,19.8522032056866,18.6885767188582,4.22920096322967,1.54024001245441,11.7167548302258,5.95,"VD"
"2227",29.2292075522772,3.73770048047642,21.2324558435406,22.1482032888949,4.7706571022535,2.06672531637003,10.6533125803614,6.16,"VD"
"2228",29.7037157404398,6.1632000866645,17.1899035857437,23.5935976600585,5.16087097822554,2.32179612176362,9.63221752789514,6.23,"VD"
"2229",23.1938437449279,4.17227584758304,26.8982900352304,21.4237294608503,3.28530919714719,1.27984800313159,11.2307736373271,8.52,"VD"
"2230",31.0079727523607,4.22252647119181,21.6033103921442,20.7349756651873,3.77013479862904,1.59638821760131,10.9747095596456,6.09,"VD"
"2301",3.02025629566501,48.5569078229419,9.88598688381471,35.1715393329661,0,0,3.16887868048266,0.2,"VS"
"2302",27.8215915385224,33.1799119035687,13.8923324453354,18.1520850367948,0,0,5.25281565689869,1.7,"VS"
"2303",25.4128133130683,44.8749323784745,9.20683170612329,13.488240294701,0,0,4.23246348437621,2.78,"VS"
"2304",3.58216432865731,53.8076152304609,8.59218436873748,29.5090180360721,0,0,4.33992985971944,0.17,"VS"
"2305",17.0951936537564,38.8100793280448,17.1161922538497,20.3336444237051,0,0,4.96500233317779,1.68,"VS"
"2306",2.61693797650938,67.2854654103366,7.74778487533484,20.2967236760767,0,0,1.81518460933256,0.24,"VS"
"2307",32.3608763212267,25.867015009477,14.2094838037669,19.3799839489097,0,0,5.4257807830883,2.76,"VS"
"2308",27.6490116039997,28.0421635391698,13.0622724583028,24.3874552438645,0,0,4.44702979730611,2.41,"VS"
"2309",2.39052482886015,65.7589916331631,6.43703140280343,22.6187112897968,0,0,2.57742040638922,0.22,"VS"
"2310",26.7161359217984,33.0056679718518,15.4103118753594,17.0258207606583,0,0,4.74795323238685,3.09,"VS"
"2311",22.0210462333321,31.8953006876116,17.3034988413175,19.801694335752,0,0,6.55852296470767,2.42,"VS"
"2312",18.8831697390472,32.8181110845104,18.9721989466124,18.3445056260474,0,0,8.13532439549916,2.85,"VS"
"2313",4.3843588569934,58.9158438501275,7.34649839795985,27.5877852612306,0,0,1.59223174001177,0.17,"VS"
"2401",31.2969064616511,3.39328207944353,23.9360241625481,19.1309719934102,4.00878638110928,1.258466044298,8.9717188358045,8,"NE"
"2402",12.9885057471264,2.53994953742641,22.0689655172414,21.8783291281189,2.03532380151388,0.409307541351276,11.8502943650126,26.23,"NE"
"2403",20.6364869865548,2.59035401504872,18.1818181818182,22.4373997779697,1.57271493770815,0.277537930183792,7.06179844578759,27.24,"NE"
"2404",27.3448191822426,4.34750004686826,26.7674021859358,15.9670797322885,4.68495153821638,1.03110177911925,9.76734594402055,10.09,"NE"
"2405",27.2461803201752,4.16123481253585,22.2297543932836,23.1683787870887,2.62293372268864,1.85117588778224,8.41633206445221,10.3,"NE"
"2406",20.9073658789029,4.21769880972917,23.2275314818009,33.3620838364671,2.99292737622908,0.65551147145075,5.26996722442643,9.37,"NE"
"241",8.79909640749107,2.79913284267288,25.904807014987,36.6395224562171,2.30604338215648,5.58490611868153,6.73838324953241,11.23,"BE"
"242",11.1994505245288,1.73055614952472,25.9659558475724,27.8813444005987,5.71733115616637,9.69649255810638,10.2458060377505,7.56,"BE"
"243",8.46655976156924,1.38182937298541,16.3621491164132,38.2611723925685,5.29099243565447,16.1682621442571,5.57639665030695,8.49,"BE"
"244",10.2818659965976,1.34893012657438,15.556162502146,39.6424390929097,4.7751783122376,13.4036177485056,5.11354236573908,9.88,"BE"
"245",6.56706929434202,1.25770097670924,14.6929434202161,40.7372132000231,4.8806565335491,15.1193434664509,5.91284748309542,10.83,"BE"
"246",10.634976233507,2.32974227772103,23.8666466004392,25.0762139290694,7.320372858918,11.1410180769185,11.0038929369099,8.63,"BE"
"247",7.66058661119784,1.72244069593686,14.8811794140768,39.0164939504645,5.7290249215164,10.8988762908188,7.32631676923746,12.77,"BE"
"248",9.50775582870888,0.587132332051743,6.12953528160256,58.3072911734439,4.87888028182352,10.0715291324962,2.87063517617127,7.65,"BE"
"249",5.88955921887381,0.879180177245835,10.6170060718609,45.241440329018,5.71163279096562,10.7156920414384,4.62584405672256,16.32,"BE"
"250",8.00673758775021,1.02514127815704,14.5135476910785,42.1689536638178,3.86851526262089,12.8838554879026,8.55556601589236,8.98,"BE"
"2500",20.5117819277451,12.05213751741,19.9357430146954,17.6317650152071,2.26924689463062,1.02505613825645,11.4675712742674,15.11,"GE"
"2601",12.9804319014579,20.7920792079208,26.7014890465425,15.857176268808,0,0,8.16246979028612,15.51,"JU"
"2602",21.2359550561798,22.2721598002497,22.0099875156055,11.960049937578,0,0,8.60174781523096,13.92,"JU"
"2603",19.6378251027856,37.7234720746524,20.7973391232041,9.60872176283088,0,0,5.73289601330438,6.5,"JU"
"311",15.3868695320242,14.0593250074224,25.7569857066292,19.5376150467899,8.7148304806999,1.38538120153768,13.335209812185,1.82,"LU"
"312",19.571491661846,18.5286781491226,14.9962367898885,29.3947140893343,6.70908830792389,1.47293909819801,7.70400641922783,1.62,"LU"
"313",16.7965169569203,25.0486354028321,11.4316579060588,33.4742512953853,4.90095213154006,1.57644175910511,5.38262967881928,1.39,"LU"
"314",20.9063532080214,28.7327300173945,9.23326258036337,27.7783312005272,5.50340610416778,1.31339989731879,5.40570570340457,1.13,"LU"
"315",20.4386460354652,33.0220385520878,6.50643373615251,31.2694675740816,3.22162137980014,1.15812842866969,3.30158872180872,1.08,"LU"
"316",16.750660434871,35.8026823816298,4.79678927047348,36.5271286323918,1.88477951635846,0.929689087583824,2.45681771997561,0.85,"LU"
"400",0,26.8468840280644,0,44.0844682899986,0,0,26.282844958041,2.79,"UR"
"501",18.0433682078974,25.282652716841,13.5884238947013,38.7107661154236,3.18933513331083,0,1.18545393182585,0,"SZ"
"502",26.3681592039801,26.3096283289435,10.5062920690664,33.4796605209248,1.25841381328651,0,2.07784606379865,0,"SZ"
"503",25.7803650923267,14.2085715038327,11.9484761478281,43.2868845981614,3.49024049732634,0,1.28546216052472,0,"SZ"
"504",32.9368069759931,20.637312950802,10.9968780277748,29.9332543869092,3.75174938098827,0,1.74399827753257,0,"SZ"
"505",17.054584120983,15.4714083175803,15.1327189666037,48.3065532451166,2.74495904221802,0,1.28977630749842,0,"SZ"
"506",18.1205527357505,22.0985015906938,12.7850499065012,43.2098015882653,2.29254195303203,0,1.4935522257571,0,"SZ"
"600",0,0,0,34.5289998678821,0,0,0,65.47,"OW"
"700",0,0,0,82.8175290913592,0,0,0,17.18,"NW"
"800",0,0,45.003321628547,0,0,51.4662617443295,0,3.53,"GL"
"900",17.6400517615199,26.4429380661416,13.7527958933576,30.459597734148,3.58045745528713,0,7.1574869953466,0.97,"ZG"
